"Recipient","Year","Import","Regime"
"Portugal","1984",109,"Democratic"
"Portugal","1985",154,"Democratic"
"Portugal","1986",5,"Democratic"
"Portugal","1987",9,"Democratic"
"Portugal","1988",90,"Democratic"
"Portugal","1989",149,"Democratic"
"Portugal","1990",70,"Democratic"
"Portugal","1991",1012,"Democratic"
"Portugal","1992",19,"Democratic"
"Portugal","1993",350,"Democratic"
"Portugal","1994",453,"Democratic"
"Portugal","1995",20,"Democratic"
"Portugal","1996",9,"Democratic"
"Portugal","1997",2,"Democratic"
"Portugal","1998",16,"Democratic"
"Portugal","1999",3,"Democratic"
"Portugal","2000",3,"Democratic"
"Portugal","2001",19,"Democratic"
"Portugal","2003",29,"Democratic"
"Portugal","2004",70,"Democratic"
"Portugal","2005",158,"Democratic"
"Portugal","2006",220,"Democratic"
"Portugal","2007",60,"Democratic"
"Portugal","2008",145,"Democratic"
"Portugal","2009",372,"Democratic"
"Portugal","2010",891,"Democratic"
"Portugal","2011",170,"Democratic"
"Portugal","2012",42,"Democratic"
"Portugal","2013",11,"Democratic"
"Portugal","2014",3,"Democratic"
"Portugal","2015",1,"Democratic"
"Portugal","2016",21,"Democratic"
"Portugal","2017",8,"Democratic"
"Portugal","2018",19,"Democratic"
"Portugal","2019",44,"Democratic"
"Portugal","2020",45,"Democratic"
"Portugal","2021",6,"Democratic"
"Portugal","2023",66,"Democratic"
"Finland","1952",19,"Democratic"
"Finland","1955",11,"Democratic"
"Finland","1956",15,"Democratic"
"Finland","1957",3,"Democratic"
"Finland","1958",25,"Democratic"
"Finland","1959",41,"Democratic"
"Finland","1960",54,"Democratic"
"Finland","1961",52,"Democratic"
"Finland","1962",48,"Democratic"
"Finland","1963",252,"Democratic"
"Finland","1964",103,"Democratic"
"Finland","1965",81,"Democratic"
"Finland","1966",42,"Democratic"
"Finland","1967",76,"Democratic"
"Finland","1968",23,"Democratic"
"Finland","1969",21,"Democratic"
"Finland","1970",15,"Democratic"
"Finland","1971",4,"Democratic"
"Finland","1972",26,"Democratic"
"Finland","1973",13,"Democratic"
"Finland","1974",172,"Democratic"
"Finland","1975",129,"Democratic"
"Finland","1976",74,"Democratic"
"Finland","1977",12,"Democratic"
"Finland","1978",105,"Democratic"
"Finland","1979",47,"Democratic"
"Finland","1980",328,"Democratic"
"Finland","1981",118,"Democratic"
"Finland","1982",132,"Democratic"
"Finland","1983",112,"Democratic"
"Finland","1984",127,"Democratic"
"Finland","1985",203,"Democratic"
"Finland","1986",98,"Democratic"
"Finland","1987",66,"Democratic"
"Finland","1988",141,"Democratic"
"Finland","1989",85,"Democratic"
"Finland","1990",88,"Democratic"
"Finland","1991",65,"Democratic"
"Finland","1992",440,"Democratic"
"Finland","1993",406,"Democratic"
"Finland","1994",234,"Democratic"
"Finland","1995",195,"Democratic"
"Finland","1996",552,"Democratic"
"Finland","1997",397,"Democratic"
"Finland","1998",560,"Democratic"
"Finland","1999",768,"Democratic"
"Finland","2000",472,"Democratic"
"Finland","2001",7,"Democratic"
"Finland","2002",15,"Democratic"
"Finland","2003",242,"Democratic"
"Finland","2004",67,"Democratic"
"Finland","2005",93,"Democratic"
"Finland","2006",132,"Democratic"
"Finland","2007",141,"Democratic"
"Finland","2008",135,"Democratic"
"Finland","2009",42,"Democratic"
"Finland","2010",54,"Democratic"
"Finland","2011",60,"Democratic"
"Finland","2012",79,"Democratic"
"Finland","2013",278,"Democratic"
"Finland","2014",182,"Democratic"
"Finland","2015",278,"Democratic"
"Finland","2016",166,"Democratic"
"Finland","2017",47,"Democratic"
"Finland","2018",87,"Democratic"
"Finland","2019",86,"Democratic"
"Finland","2020",53,"Democratic"
"Finland","2021",38,"Democratic"
"Finland","2022",30,"Democratic"
"Finland","2023",17,"Democratic"
"Angola","1974",1,"Autocratic"
"Angola","1975",244,"Autocratic"
"Angola","1976",192,"Autocratic"
"Angola","1977",105,"Autocratic"
"Angola","1978",146,"Autocratic"
"Angola","1979",111,"Autocratic"
"Angola","1980",153,"Autocratic"
"Angola","1981",243,"Autocratic"
"Angola","1982",381,"Autocratic"
"Angola","1983",579,"Autocratic"
"Angola","1984",483,"Autocratic"
"Angola","1985",535,"Autocratic"
"Angola","1986",710,"Autocratic"
"Angola","1987",1192,"Autocratic"
"Angola","1988",971,"Autocratic"
"Angola","1989",152,"Autocratic"
"Angola","1990",140,"Autocratic"
"Angola","1993",123,"Autocratic"
"Angola","1994",113,"Autocratic"
"Angola","1995",1,"Autocratic"
"Angola","1996",44,"Autocratic"
"Angola","1997",7,"Autocratic"
"Angola","1998",150,"Autocratic"
"Angola","1999",360,"Autocratic"
"Angola","2000",149,"Autocratic"
"Angola","2001",157,"Autocratic"
"Angola","2002",148,"Autocratic"
"Angola","2003",48,"Autocratic"
"Angola","2004",8,"Autocratic"
"Angola","2005",38,"Autocratic"
"Angola","2006",7,"Autocratic"
"Angola","2007",35,"Autocratic"
"Angola","2008",29,"Autocratic"
"Angola","2009",20,"Autocratic"
"Angola","2013",31,"Autocratic"
"Angola","2014",2,"Autocratic"
"Angola","2015",51,"Autocratic"
"Angola","2016",154,"Autocratic"
"Angola","2017",111,"Autocratic"
"Angola","2018",272,"Autocratic"
"Angola","2019",169,"Autocratic"
"Angola","2020",51,"Autocratic"
"Angola","2022",46,"Electoral Authoritarian"
"Angola","2023",15,"Electoral Authoritarian"
"Ethiopia","1950",2,"Autocratic"
"Ethiopia","1951",19,"Autocratic"
"Ethiopia","1953",6,"Autocratic"
"Ethiopia","1954",8,"Autocratic"
"Ethiopia","1955",1,"Autocratic"
"Ethiopia","1956",1,"Autocratic"
"Ethiopia","1957",16,"Autocratic"
"Ethiopia","1958",23,"Autocratic"
"Ethiopia","1959",6,"Autocratic"
"Ethiopia","1960",24,"Autocratic"
"Ethiopia","1961",4,"Autocratic"
"Ethiopia","1962",21,"Autocratic"
"Ethiopia","1963",27,"Autocratic"
"Ethiopia","1964",4,"Autocratic"
"Ethiopia","1965",14,"Autocratic"
"Ethiopia","1966",99,"Autocratic"
"Ethiopia","1967",31,"Autocratic"
"Ethiopia","1968",34,"Autocratic"
"Ethiopia","1969",24,"Autocratic"
"Ethiopia","1970",89,"Autocratic"
"Ethiopia","1971",54,"Autocratic"
"Ethiopia","1972",53,"Autocratic"
"Ethiopia","1973",5,"Autocratic"
"Ethiopia","1974",16,"Autocratic"
"Ethiopia","1975",58,"Autocratic"
"Ethiopia","1976",135,"Autocratic"
"Ethiopia","1977",1116,"Autocratic"
"Ethiopia","1978",965,"Autocratic"
"Ethiopia","1979",113,"Autocratic"
"Ethiopia","1980",330,"Autocratic"
"Ethiopia","1981",328,"Autocratic"
"Ethiopia","1982",516,"Autocratic"
"Ethiopia","1983",353,"Autocratic"
"Ethiopia","1984",273,"Autocratic"
"Ethiopia","1985",268,"Autocratic"
"Ethiopia","1986",348,"Autocratic"
"Ethiopia","1987",239,"Autocratic"
"Ethiopia","1988",155,"Autocratic"
"Ethiopia","1989",47,"Autocratic"
"Ethiopia","1990",2,"Autocratic"
"Ethiopia","1991",80,"Autocratic"
"Ethiopia","1997",69,"Autocratic"
"Ethiopia","1998",208,"Autocratic"
"Ethiopia","1999",152,"Autocratic"
"Ethiopia","2000",114,"Autocratic"
"Ethiopia","2002",20,"Autocratic"
"Ethiopia","2003",174,"Autocratic"
"Ethiopia","2004",239,"Autocratic"
"Ethiopia","2010",58,"Autocratic"
"Ethiopia","2011",76,"Autocratic"
"Ethiopia","2012",193,"Autocratic"
"Ethiopia","2013",154,"Autocratic"
"Ethiopia","2014",33,"Autocratic"
"Ethiopia","2015",10,"Autocratic"
"Ethiopia","2016",55,"Autocratic"
"Ethiopia","2017",51,"Autocratic"
"Ethiopia","2018",12,"Autocratic"
"Ethiopia","2019",74,"Autocratic"
"Ethiopia","2020",25,"Autocratic"
"Ethiopia","2021",16,"Autocratic"
"Ethiopia","2022",37,"Autocratic"
"Oman","1959",1,"Autocratic"
"Oman","1960",1,"Autocratic"
"Oman","1963",1,"Autocratic"
"Oman","1964",1,"Autocratic"
"Oman","1965",1,"Autocratic"
"Oman","1966",2,"Autocratic"
"Oman","1967",7,"Autocratic"
"Oman","1968",5,"Autocratic"
"Oman","1969",36,"Autocratic"
"Oman","1970",26,"Autocratic"
"Oman","1971",62,"Autocratic"
"Oman","1972",11,"Autocratic"
"Oman","1973",71,"Autocratic"
"Oman","1974",67,"Autocratic"
"Oman","1975",181,"Autocratic"
"Oman","1976",150,"Autocratic"
"Oman","1977",250,"Autocratic"
"Oman","1978",81,"Autocratic"
"Oman","1979",43,"Autocratic"
"Oman","1980",12,"Autocratic"
"Oman","1981",72,"Autocratic"
"Oman","1982",180,"Autocratic"
"Oman","1983",358,"Autocratic"
"Oman","1984",120,"Autocratic"
"Oman","1985",88,"Autocratic"
"Oman","1986",49,"Autocratic"
"Oman","1987",40,"Autocratic"
"Oman","1988",19,"Autocratic"
"Oman","1989",117,"Autocratic"
"Oman","1990",60,"Autocratic"
"Oman","1993",55,"Autocratic"
"Oman","1994",145,"Autocratic"
"Oman","1995",278,"Autocratic"
"Oman","1996",285,"Autocratic"
"Oman","1997",157,"Autocratic"
"Oman","1998",22,"Autocratic"
"Oman","2000",118,"Autocratic"
"Oman","2001",32,"Autocratic"
"Oman","2002",40,"Autocratic"
"Oman","2003",37,"Autocratic"
"Oman","2004",49,"Autocratic"
"Oman","2005",178,"Autocratic"
"Oman","2006",296,"Autocratic"
"Oman","2007",12,"Autocratic"
"Oman","2008",72,"Autocratic"
"Oman","2009",95,"Autocratic"
"Oman","2010",31,"Autocratic"
"Oman","2011",21,"Autocratic"
"Oman","2012",122,"Autocratic"
"Oman","2013",492,"Autocratic"
"Oman","2014",719,"Autocratic"
"Oman","2015",151,"Autocratic"
"Oman","2016",422,"Autocratic"
"Oman","2017",757,"Autocratic"
"Oman","2018",282,"Autocratic"
"Oman","2019",88,"Autocratic"
"Oman","2020",85,"Autocratic"
"Oman","2021",4,"Autocratic"
"Oman","2022",5,"Autocratic"
"Oman","2023",4,"Autocratic"
"Bangladesh","1971",10,"Autocratic"
"Bangladesh","1972",2,"Autocratic"
"Bangladesh","1973",76,"Electoral Authoritarian"
"Bangladesh","1974",44,"Electoral Authoritarian"
"Bangladesh","1975",39,"Autocratic"
"Bangladesh","1976",70,"Autocratic"
"Bangladesh","1977",62,"Autocratic"
"Bangladesh","1978",45,"Autocratic"
"Bangladesh","1979",1,"Electoral Authoritarian"
"Bangladesh","1980",55,"Electoral Authoritarian"
"Bangladesh","1981",72,"Electoral Authoritarian"
"Bangladesh","1982",128,"Autocratic"
"Bangladesh","1983",109,"Autocratic"
"Bangladesh","1984",59,"Autocratic"
"Bangladesh","1985",81,"Autocratic"
"Bangladesh","1986",4,"Autocratic"
"Bangladesh","1987",1,"Electoral Authoritarian"
"Bangladesh","1988",242,"Autocratic"
"Bangladesh","1989",302,"Autocratic"
"Bangladesh","1990",188,"Autocratic"
"Bangladesh","1991",79,"Electoral Authoritarian"
"Bangladesh","1992",113,"Minimally Democratic"
"Bangladesh","1993",49,"Minimally Democratic"
"Bangladesh","1994",61,"Minimally Democratic"
"Bangladesh","1995",123,"Minimally Democratic"
"Bangladesh","1996",7,"Minimally Democratic"
"Bangladesh","1997",26,"Minimally Democratic"
"Bangladesh","1998",1,"Minimally Democratic"
"Bangladesh","1999",184,"Minimally Democratic"
"Bangladesh","2000",200,"Minimally Democratic"
"Bangladesh","2001",274,"Minimally Democratic"
"Bangladesh","2002",37,"Electoral Authoritarian"
"Bangladesh","2003",8,"Electoral Authoritarian"
"Bangladesh","2004",32,"Electoral Authoritarian"
"Bangladesh","2005",10,"Electoral Authoritarian"
"Bangladesh","2006",221,"Electoral Authoritarian"
"Bangladesh","2007",80,"Autocratic"
"Bangladesh","2008",12,"Autocratic"
"Bangladesh","2010",36,"Electoral Authoritarian"
"Bangladesh","2011",117,"Electoral Authoritarian"
"Bangladesh","2012",184,"Electoral Authoritarian"
"Bangladesh","2013",649,"Electoral Authoritarian"
"Bangladesh","2014",207,"Autocratic"
"Bangladesh","2015",640,"Autocratic"
"Bangladesh","2016",451,"Autocratic"
"Bangladesh","2017",333,"Autocratic"
"Bangladesh","2018",158,"Autocratic"
"Bangladesh","2019",732,"Autocratic"
"Bangladesh","2020",54,"Autocratic"
"Bangladesh","2021",54,"Autocratic"
"Bangladesh","2022",322,"Autocratic"
"Bangladesh","2023",78,"Autocratic"
"Ukraine","2014",1,"Electoral Authoritarian"
"Ukraine","2015",22,"Electoral Authoritarian"
"Ukraine","2016",5,"Electoral Authoritarian"
"Ukraine","2017",4,"Electoral Authoritarian"
"Ukraine","2018",70,"Electoral Authoritarian"
"Ukraine","2019",30,"Democratic"
"Ukraine","2020",18,"Democratic"
"Ukraine","2021",46,"Democratic"
"Ukraine","2022",2789,"Electoral Authoritarian"
"Ukraine","2023",4012,"Electoral Authoritarian"
"Colombia","1950",3,"Autocratic"
"Colombia","1951",8,"Autocratic"
"Colombia","1952",15,"Autocratic"
"Colombia","1953",12,"Autocratic"
"Colombia","1954",31,"Autocratic"
"Colombia","1955",13,"Autocratic"
"Colombia","1956",38,"Autocratic"
"Colombia","1957",15,"Autocratic"
"Colombia","1958",298,"Autocratic"
"Colombia","1959",1,"Electoral Authoritarian"
"Colombia","1960",5,"Electoral Authoritarian"
"Colombia","1961",66,"Electoral Authoritarian"
"Colombia","1962",6,"Electoral Authoritarian"
"Colombia","1963",32,"Electoral Authoritarian"
"Colombia","1964",9,"Electoral Authoritarian"
"Colombia","1965",18,"Electoral Authoritarian"
"Colombia","1966",32,"Electoral Authoritarian"
"Colombia","1967",15,"Electoral Authoritarian"
"Colombia","1968",32,"Electoral Authoritarian"
"Colombia","1969",121,"Electoral Authoritarian"
"Colombia","1970",8,"Autocratic"
"Colombia","1971",40,"Autocratic"
"Colombia","1972",171,"Autocratic"
"Colombia","1973",163,"Autocratic"
"Colombia","1974",5,"Electoral Authoritarian"
"Colombia","1975",291,"Electoral Authoritarian"
"Colombia","1976",10,"Electoral Authoritarian"
"Colombia","1977",8,"Electoral Authoritarian"
"Colombia","1978",12,"Electoral Authoritarian"
"Colombia","1979",36,"Electoral Authoritarian"
"Colombia","1980",12,"Electoral Authoritarian"
"Colombia","1981",28,"Electoral Authoritarian"
"Colombia","1982",18,"Electoral Authoritarian"
"Colombia","1983",299,"Electoral Authoritarian"
"Colombia","1984",659,"Electoral Authoritarian"
"Colombia","1985",7,"Electoral Authoritarian"
"Colombia","1986",6,"Electoral Authoritarian"
"Colombia","1987",4,"Electoral Authoritarian"
"Colombia","1988",37,"Electoral Authoritarian"
"Colombia","1989",218,"Electoral Authoritarian"
"Colombia","1990",13,"Electoral Authoritarian"
"Colombia","1991",72,"Democratic"
"Colombia","1992",36,"Democratic"
"Colombia","1993",68,"Democratic"
"Colombia","1994",42,"Democratic"
"Colombia","1995",35,"Democratic"
"Colombia","1996",49,"Democratic"
"Colombia","1997",193,"Democratic"
"Colombia","1998",160,"Democratic"
"Colombia","1999",44,"Democratic"
"Colombia","2000",60,"Democratic"
"Colombia","2001",268,"Democratic"
"Colombia","2002",173,"Minimally Democratic"
"Colombia","2003",145,"Minimally Democratic"
"Colombia","2004",18,"Minimally Democratic"
"Colombia","2005",18,"Minimally Democratic"
"Colombia","2006",54,"Democratic"
"Colombia","2007",229,"Democratic"
"Colombia","2008",110,"Democratic"
"Colombia","2009",263,"Democratic"
"Colombia","2010",261,"Democratic"
"Colombia","2011",145,"Democratic"
"Colombia","2012",207,"Democratic"
"Colombia","2013",171,"Democratic"
"Colombia","2014",167,"Democratic"
"Colombia","2015",193,"Democratic"
"Colombia","2016",18,"Democratic"
"Colombia","2017",91,"Democratic"
"Colombia","2018",16,"Democratic"
"Colombia","2019",22,"Democratic"
"Colombia","2020",78,"Democratic"
"Colombia","2021",44,"Democratic"
"Colombia","2022",50,"Democratic"
"Colombia","2023",3,"Democratic"
"Mexico","1951",7,"Autocratic"
"Mexico","1953",6,"Autocratic"
"Mexico","1958",16,"Autocratic"
"Mexico","1959",2,"Autocratic"
"Mexico","1960",21,"Autocratic"
"Mexico","1961",30,"Autocratic"
"Mexico","1962",109,"Autocratic"
"Mexico","1963",60,"Autocratic"
"Mexico","1964",38,"Autocratic"
"Mexico","1965",11,"Autocratic"
"Mexico","1966",22,"Autocratic"
"Mexico","1967",15,"Autocratic"
"Mexico","1970",82,"Autocratic"
"Mexico","1971",48,"Autocratic"
"Mexico","1972",15,"Autocratic"
"Mexico","1973",158,"Autocratic"
"Mexico","1974",61,"Autocratic"
"Mexico","1975",104,"Autocratic"
"Mexico","1976",69,"Autocratic"
"Mexico","1977",39,"Autocratic"
"Mexico","1978",74,"Autocratic"
"Mexico","1979",68,"Autocratic"
"Mexico","1980",75,"Autocratic"
"Mexico","1981",115,"Autocratic"
"Mexico","1982",343,"Autocratic"
"Mexico","1983",116,"Autocratic"
"Mexico","1985",8,"Autocratic"
"Mexico","1986",143,"Autocratic"
"Mexico","1987",154,"Autocratic"
"Mexico","1988",103,"Electoral Authoritarian"
"Mexico","1989",63,"Electoral Authoritarian"
"Mexico","1990",34,"Electoral Authoritarian"
"Mexico","1991",40,"Electoral Authoritarian"
"Mexico","1992",19,"Electoral Authoritarian"
"Mexico","1993",160,"Electoral Authoritarian"
"Mexico","1994",136,"Electoral Authoritarian"
"Mexico","1995",55,"Electoral Authoritarian"
"Mexico","1996",92,"Minimally Democratic"
"Mexico","1997",495,"Democratic"
"Mexico","1998",19,"Democratic"
"Mexico","1999",136,"Democratic"
"Mexico","2000",215,"Democratic"
"Mexico","2001",149,"Democratic"
"Mexico","2002",97,"Democratic"
"Mexico","2003",20,"Democratic"
"Mexico","2004",325,"Democratic"
"Mexico","2005",33,"Democratic"
"Mexico","2006",78,"Democratic"
"Mexico","2008",23,"Democratic"
"Mexico","2009",59,"Democratic"
"Mexico","2010",109,"Democratic"
"Mexico","2011",225,"Democratic"
"Mexico","2012",257,"Democratic"
"Mexico","2013",52,"Democratic"
"Mexico","2014",85,"Democratic"
"Mexico","2015",318,"Democratic"
"Mexico","2016",316,"Democratic"
"Mexico","2017",209,"Democratic"
"Mexico","2018",16,"Democratic"
"Mexico","2020",242,"Democratic"
"Mexico","2021",3,"Democratic"
"Nigeria","1959",5,"Autocratic"
"Nigeria","1961",1,"Autocratic"
"Nigeria","1962",8,"Autocratic"
"Nigeria","1963",9,"Autocratic"
"Nigeria","1964",2,"Autocratic"
"Nigeria","1965",56,"Autocratic"
"Nigeria","1966",159,"Autocratic"
"Nigeria","1967",45,"Autocratic"
"Nigeria","1968",50,"Autocratic"
"Nigeria","1969",39,"Autocratic"
"Nigeria","1970",14,"Autocratic"
"Nigeria","1971",12,"Autocratic"
"Nigeria","1972",113,"Autocratic"
"Nigeria","1973",7,"Autocratic"
"Nigeria","1974",24,"Autocratic"
"Nigeria","1975",424,"Autocratic"
"Nigeria","1976",104,"Autocratic"
"Nigeria","1977",90,"Autocratic"
"Nigeria","1978",142,"Autocratic"
"Nigeria","1979",108,"Autocratic"
"Nigeria","1980",474,"Autocratic"
"Nigeria","1981",331,"Autocratic"
"Nigeria","1982",642,"Autocratic"
"Nigeria","1983",41,"Autocratic"
"Nigeria","1984",359,"Autocratic"
"Nigeria","1985",569,"Autocratic"
"Nigeria","1986",211,"Autocratic"
"Nigeria","1987",115,"Autocratic"
"Nigeria","1988",62,"Autocratic"
"Nigeria","1989",15,"Autocratic"
"Nigeria","1990",18,"Autocratic"
"Nigeria","1991",4,"Autocratic"
"Nigeria","1992",59,"Autocratic"
"Nigeria","1993",41,"Autocratic"
"Nigeria","1994",95,"Autocratic"
"Nigeria","1995",2,"Autocratic"
"Nigeria","1996",15,"Autocratic"
"Nigeria","1997",1,"Autocratic"
"Nigeria","2000",36,"Electoral Authoritarian"
"Nigeria","2001",9,"Electoral Authoritarian"
"Nigeria","2002",6,"Electoral Authoritarian"
"Nigeria","2003",66,"Autocratic"
"Nigeria","2004",11,"Autocratic"
"Nigeria","2006",16,"Autocratic"
"Nigeria","2007",62,"Autocratic"
"Nigeria","2008",33,"Autocratic"
"Nigeria","2009",65,"Autocratic"
"Nigeria","2010",223,"Autocratic"
"Nigeria","2011",63,"Electoral Authoritarian"
"Nigeria","2012",28,"Minimally Democratic"
"Nigeria","2013",30,"Minimally Democratic"
"Nigeria","2014",232,"Minimally Democratic"
"Nigeria","2015",206,"Minimally Democratic"
"Nigeria","2016",60,"Minimally Democratic"
"Nigeria","2017",41,"Minimally Democratic"
"Nigeria","2018",49,"Minimally Democratic"
"Nigeria","2019",18,"Minimally Democratic"
"Nigeria","2020",85,"Minimally Democratic"
"Nigeria","2021",263,"Electoral Authoritarian"
"Nigeria","2022",54,"Electoral Authoritarian"
"Nigeria","2023",58,"Electoral Authoritarian"
"Philippines","1951",2,"Electoral Authoritarian"
"Philippines","1952",1,"Electoral Authoritarian"
"Philippines","1953",32,"Electoral Authoritarian"
"Philippines","1954",22,"Electoral Authoritarian"
"Philippines","1955",28,"Electoral Authoritarian"
"Philippines","1956",39,"Electoral Authoritarian"
"Philippines","1957",42,"Electoral Authoritarian"
"Philippines","1958",37,"Electoral Authoritarian"
"Philippines","1959",64,"Electoral Authoritarian"
"Philippines","1960",51,"Electoral Authoritarian"
"Philippines","1961",45,"Electoral Authoritarian"
"Philippines","1962",11,"Electoral Authoritarian"
"Philippines","1963",4,"Electoral Authoritarian"
"Philippines","1964",2,"Electoral Authoritarian"
"Philippines","1965",102,"Electoral Authoritarian"
"Philippines","1966",86,"Electoral Authoritarian"
"Philippines","1967",43,"Electoral Authoritarian"
"Philippines","1968",16,"Electoral Authoritarian"
"Philippines","1969",26,"Electoral Authoritarian"
"Philippines","1970",9,"Electoral Authoritarian"
"Philippines","1971",90,"Electoral Authoritarian"
"Philippines","1972",52,"Autocratic"
"Philippines","1973",122,"Autocratic"
"Philippines","1974",60,"Autocratic"
"Philippines","1975",133,"Autocratic"
"Philippines","1976",256,"Autocratic"
"Philippines","1977",198,"Autocratic"
"Philippines","1978",143,"Autocratic"
"Philippines","1979",92,"Autocratic"
"Philippines","1980",75,"Autocratic"
"Philippines","1981",39,"Autocratic"
"Philippines","1982",17,"Autocratic"
"Philippines","1983",117,"Autocratic"
"Philippines","1984",39,"Autocratic"
"Philippines","1985",23,"Autocratic"
"Philippines","1987",26,"Electoral Authoritarian"
"Philippines","1988",12,"Democratic"
"Philippines","1989",19,"Democratic"
"Philippines","1990",33,"Democratic"
"Philippines","1991",34,"Democratic"
"Philippines","1992",43,"Minimally Democratic"
"Philippines","1993",62,"Minimally Democratic"
"Philippines","1994",72,"Minimally Democratic"
"Philippines","1995",28,"Minimally Democratic"
"Philippines","1996",41,"Minimally Democratic"
"Philippines","1997",70,"Minimally Democratic"
"Philippines","1998",64,"Democratic"
"Philippines","2001",10,"Minimally Democratic"
"Philippines","2002",5,"Minimally Democratic"
"Philippines","2003",10,"Minimally Democratic"
"Philippines","2004",34,"Autocratic"
"Philippines","2005",12,"Autocratic"
"Philippines","2006",23,"Autocratic"
"Philippines","2007",16,"Electoral Authoritarian"
"Philippines","2008",10,"Electoral Authoritarian"
"Philippines","2009",1,"Electoral Authoritarian"
"Philippines","2010",3,"Democratic"
"Philippines","2011",63,"Democratic"
"Philippines","2012",21,"Democratic"
"Philippines","2013",83,"Democratic"
"Philippines","2014",12,"Democratic"
"Philippines","2015",153,"Democratic"
"Philippines","2016",228,"Democratic"
"Philippines","2017",278,"Democratic"
"Philippines","2018",17,"Electoral Authoritarian"
"Philippines","2019",185,"Electoral Authoritarian"
"Philippines","2020",350,"Electoral Authoritarian"
"Philippines","2021",337,"Electoral Authoritarian"
"Philippines","2022",314,"Electoral Authoritarian"
"Philippines","2023",225,"Electoral Authoritarian"
"New Zealand","1950",41,"Democratic"
"New Zealand","1951",72,"Democratic"
"New Zealand","1952",148,"Democratic"
"New Zealand","1953",13,"Democratic"
"New Zealand","1955",38,"Democratic"
"New Zealand","1956",148,"Democratic"
"New Zealand","1957",90,"Democratic"
"New Zealand","1958",58,"Democratic"
"New Zealand","1960",119,"Democratic"
"New Zealand","1961",111,"Democratic"
"New Zealand","1962",8,"Democratic"
"New Zealand","1963",5,"Democratic"
"New Zealand","1965",10,"Democratic"
"New Zealand","1966",406,"Democratic"
"New Zealand","1967",4,"Democratic"
"New Zealand","1968",56,"Democratic"
"New Zealand","1970",168,"Democratic"
"New Zealand","1971",133,"Democratic"
"New Zealand","1972",23,"Democratic"
"New Zealand","1973",23,"Democratic"
"New Zealand","1974",10,"Democratic"
"New Zealand","1975",51,"Democratic"
"New Zealand","1976",7,"Democratic"
"New Zealand","1977",34,"Democratic"
"New Zealand","1981",31,"Democratic"
"New Zealand","1982",62,"Democratic"
"New Zealand","1983",100,"Democratic"
"New Zealand","1984",41,"Democratic"
"New Zealand","1985",8,"Democratic"
"New Zealand","1986",29,"Democratic"
"New Zealand","1987",5,"Democratic"
"New Zealand","1988",61,"Democratic"
"New Zealand","1989",26,"Democratic"
"New Zealand","1990",23,"Democratic"
"New Zealand","1991",42,"Democratic"
"New Zealand","1992",54,"Democratic"
"New Zealand","1993",36,"Democratic"
"New Zealand","1994",16,"Democratic"
"New Zealand","1995",7,"Democratic"
"New Zealand","1996",7,"Democratic"
"New Zealand","1997",309,"Democratic"
"New Zealand","1998",15,"Democratic"
"New Zealand","1999",305,"Democratic"
"New Zealand","2001",45,"Democratic"
"New Zealand","2002",17,"Democratic"
"New Zealand","2003",156,"Democratic"
"New Zealand","2004",98,"Democratic"
"New Zealand","2006",6,"Democratic"
"New Zealand","2007",81,"Democratic"
"New Zealand","2008",3,"Democratic"
"New Zealand","2009",56,"Democratic"
"New Zealand","2010",78,"Democratic"
"New Zealand","2011",28,"Democratic"
"New Zealand","2012",30,"Democratic"
"New Zealand","2013",26,"Democratic"
"New Zealand","2014",81,"Democratic"
"New Zealand","2015",88,"Democratic"
"New Zealand","2018",6,"Democratic"
"New Zealand","2019",3,"Democratic"
"New Zealand","2020",146,"Democratic"
"New Zealand","2021",36,"Democratic"
"New Zealand","2022",178,"Democratic"
"New Zealand","2023",405,"Democratic"
"Ecuador","1953",10,"Electoral Authoritarian"
"Ecuador","1954",14,"Electoral Authoritarian"
"Ecuador","1955",124,"Electoral Authoritarian"
"Ecuador","1956",6,"Electoral Authoritarian"
"Ecuador","1958",13,"Electoral Authoritarian"
"Ecuador","1960",66,"Electoral Authoritarian"
"Ecuador","1963",3,"Autocratic"
"Ecuador","1964",3,"Autocratic"
"Ecuador","1965",29,"Autocratic"
"Ecuador","1966",9,"Autocratic"
"Ecuador","1967",21,"Autocratic"
"Ecuador","1968",5,"Electoral Authoritarian"
"Ecuador","1969",1,"Electoral Authoritarian"
"Ecuador","1970",5,"Electoral Authoritarian"
"Ecuador","1971",85,"Autocratic"
"Ecuador","1972",41,"Autocratic"
"Ecuador","1973",15,"Autocratic"
"Ecuador","1974",22,"Autocratic"
"Ecuador","1975",42,"Autocratic"
"Ecuador","1976",225,"Autocratic"
"Ecuador","1977",581,"Autocratic"
"Ecuador","1978",224,"Autocratic"
"Ecuador","1979",110,"Electoral Authoritarian"
"Ecuador","1980",294,"Democratic"
"Ecuador","1981",122,"Democratic"
"Ecuador","1982",254,"Democratic"
"Ecuador","1983",385,"Democratic"
"Ecuador","1984",347,"Democratic"
"Ecuador","1985",23,"Democratic"
"Ecuador","1986",28,"Democratic"
"Ecuador","1987",26,"Democratic"
"Ecuador","1988",26,"Democratic"
"Ecuador","1989",20,"Democratic"
"Ecuador","1990",3,"Democratic"
"Ecuador","1991",136,"Democratic"
"Ecuador","1992",4,"Democratic"
"Ecuador","1993",18,"Democratic"
"Ecuador","1994",17,"Democratic"
"Ecuador","1995",45,"Democratic"
